"order_id","place_name_NL","place_name_FR","d","police_uqarter","canton_of_small_claims_court"
746,"Steenhouwers- of steenkapperstraat","rue des tailleurs de pierre","Ledeberg, van nieuwestraat tot langestr.",0,1
747,"Sterrestraat","rue de l'étoile","van koornmarkt tot predikheerenlei aan s. michielsbrug.",1,2
748,"Sterrestraatje","petite rue de l'étoile","van kortrijkschestraat tot de lei.",5,2
749,"Steurstraat","rue de l'esturgeon","v. garenpl. tot druifsteeg",1,1
750,"Stierstraat","rue du taureau","van kasteelboulevard tot kazemattenstraat.",7,1
751,"Stofstraat","rue de la poussière","van recollettenlei tot onderbergen.",2,2
752,"Stokersstraat","r. des distillateurs","v. nieuwland tot dok.",3,1
753,"Stoppelbergstraat","rue mont-au-chaume","van einde koornmarkt tot predikheerenlei.",1,2
754,"Stoppelstraat","rue du chaume","van annonciadenstraat tot Waarschootstraat.",2,2
755,"Stovesteeg","imp. du poële","op de oude beestenm., z. eind.",1,1
756,"Straat zonder einde","rue sans fin","rechterkant langemunt, zonder einde.",1,1
757,"Stropkaai","quai du strop","v. terplatenbrug tot stropbrug.",5,2
758,"Stropstraat,","rue du strop","van en tot ottergemschesteenweg, s. pieters-aalst.","H 5",2
759,"Struifstraat","rue de l'ommelette","van engelandgat tot bestormstraat.",2,2
760,"Stuksken","rue de la pièce","van zakkebandstraat tot koepoortkaai.",4,1
761,"Tarwestraat","rue du froment","van molenaarstraat tot Lievegang.",3,1
762,"Tavernierstraat",,"ziet zeugesteeg.",,
763,"Tempelhof","rue des templiers","van s. Margrietestraat tot lang schipgracht.",3,1
764,"Terneuzenlaan","avenue de Terneuzen","van de sasschepoortbrug, tot meulestedebrug.","H 3",1
765,"Terplaten","quai Terplaten","van Benardstraat langs opperschelde tot Ledeberg.",5,2
766,"Thaliestraat","rue thalie","van zwijnaardsche steenweg tot ottergemsche steenweg, s. Pieters-Aalst.","H 5",2
767,"Theresianenstraat","rue des Thérésiennes","van holstraat tot coupure, rechter oever.",2,2
768,"Tichelrij","quai des tuileries","van sluizekenskaai tot roodelijvenskaai, chartreuzenbrug.",3,1
769,"Tinnenpotstraat","rue du pot-d'étain","van groot gewat tot korte zilverstraat.",2,2
770,"Tjooremaatjesmeersch",,"ziet Leopoldstraat, enz.",,
771,"Toekomststraat","rue de l’avenir","van boulevard Lousbergs tot dendermondsche steenweg, s. Amandsberg",7,1
772,"Toevluchtstraat","rue du refuge","van regnessenstraat tot nederpolder.",1,2
773,"Tolhuiskaai",,"ziet nijverheidskaai.",,
774,"Tolkaai","quai du péage","van tolhuisbrug tot de sluis van terneuzenlaan. ","H 3",1
775,"Toovereksenstraat","rue des sorcières","Ledeberg, ziet kleine binnenweg.",0,1
776,"Torrekensstraat","rue des tourelles","van de rabotdreef tot Maria-Therresiaplaats.",6,2
777,"Tulpstraat","rue de la Tulipe","tusschen de hulststraat en den brugschen steenweg.",6,2
778,"Turfsstraat","rue de la tourbe","in den nieuwen rabotwijk, van de rabotdreef tot vlootstraat.",6,2
779,"Turnerstraat",,"buiten de keizerpoort, ziet pontstraat.",,
780,"Tusschen ’t pas",,"ziet roodetorenstraat.",,
781,"Twaalfkamersstraat","rue des douze chambres","van annonciadenstraat tot coupure, rechter oever.",2,2
782,"Tweebruggenstraat","rue des deux ponts","van statieplaats tot visscherij.",4,1
783,"Twijndersstraat","rue des retordeurs","van steurstraat tot baudeloolei",1,1
784,"Uilkensstraat","rue des hiboux","van zwijnaardschesteenweg tot den ijzerenweg, s. pieters-aalst.","H 5",2
785,"Ukkelram",,"ziet belgradestraat.",,
786,"Universiteitstraat",,"ziet voldersstraat.",,
787,"Ursulinenstraat","rue des ursulines","van zandberg tot spiegelstraat.",1,1
788,"Vaartstraat","rue du canal","van ham tot dok.","H 3",1
790,"Valkstraat","rue du faucon","veldstraat tot de rivier, oude ajuinenlei.",1,2
791,"Van Akensstraat","rue Van Aken","van begijnhofplaats tot Verspeyenstraat.",2,2
792,"Van Arteveldeplaats","place Van Artevelde","van statiestraat tot koepoortkaai en nieuwenboschstraat.",4,1
793,"Van Caneghemsstraat","rue Van Caneghem","van groenstraat tot huidevetterken.",3,1
794,"Vanden Heckestraat","rue Vanden Hecke","Ledeberg, van de langestraat tot veldstraat Gentbrugge",0,1
795,"Vanderdonckt doorgang","passage Vanderdonckt","van brabantdam tot statiestraat.",4,1
796,"Vanderdoncktgalerij",,"ziet Vanderdoncktdoorgang.",,
797,"Van Eyckstraat","rue van Eyck","van keizerkarelstraat tot mortierstraat en van Eyckplaats.",4,1
798,"Van Eyckplaats","place van Eyck","einde van Eyckstraat tusschen mortierstraat tot koepoortkaai.",4,1
799,"Van Geertstraat","rue Van Geert","Ledeberg, van brusselschesteenweg tot posthoornstraat.",0,1
800,"Van Hulthemsstraat","rue Van Hulthem","van s. pietersvrouwstraat tot rondpunt kattenberg",5,2
801,"Van Lokerenstraat","rue Van Lokeren","Ledeberg, van brusselschesteenweg tot steenkappersstraat.",0,1
802,"Van Vaernewyckstraat","rue Van Vaernewyck","van Frans Ackermanstraat tot Van Eyckplaats en koepoortkaai.",4,1
803,"Van Wittemberghestraat","rue Van Wittenberghe","van rabotstraat tot begijnhofboulevard.",2,2
804,"Veerdamstraat of drongenhof","rue du Bac","van oudburg tot langesteensstraat.",3,1
805,"Veerstraat","rue du ponton","van keizerkarelstraat tot nederschelde, visscherij.",4,1
806,"Veergrepstraat","passage du ruisseau","van kortrijkschestraat tot de lei.",5,2
807,"Veerleplaats","place ste Pharaïlde","van kraanlei tot hoogezonnestraat",3,1
808,"Veldstraat","rue des champs","van koornmarkt tot recollettenplein.",1,2
809,"Vera-Paz",,"ziet sasscheblindenstraat.",,
810,"Verbindingstraat","rue du raccordement","van plezantevest tot gasmeterlaan.",3,1
811,"Verbindingstraat","rue du raccordement","van molenstraat tot koningstraat s. Amandsberg.",,
812,"Verguldenhoofdstraat",,"ziet druifsteeg ",,
812,"Verkensstraat","rue des cochons","van pluimstraat tot korte zilverstraat",2,2
813,"Verkortingstraat",,"van Gentstr. tot antwerpsche steenw. s. Amandsberg ",,
813,"Verlorenbroodstraat","rue du pain-perdu","van nederkouter tot coupure, linker oever.",5,2
814,"Verplanckestraat",,"ziet Waarschootstraat.",,
815,"Verspeyenstraat","rue Verspeyen","van rabotstraat tot begijnhofboulevard.",2,2
816,"Vildersstraat",,"ziet kouterdreef.",,
817,"Vinkstraat","rue du pinson","van den kortrijkschesteenweg tot de ganzendriesstraat",6,2
818,"Violettenlei","quai des violettes","van houtlei tot annonciadenstraat.",2,2
819,"Violettenstraat (lange)","rue longue des violettes","Van Arteveldeplaats tot vijfwindgatbrug.",4,1
820,"Visscherij","quai de la pêcherie","van tusschen de pas¬ en roodetorenbrug tot de Willembrug.",7,1
821,"Visscherij, linker oever","pêcherie, rive gauche","ziet boulevard Lousbergs.",,
822,"Visscherij",,"rechter oever, ziet visscherij.",,
823,"Visscherijvest of rommelwater","rempart de la pêcherie","ziet boulevard van het slachthuis.",,
824,"Vlaanderenstraat","rue de Flandre","van henegouwenstraat en limburgstraat tot statieplaats.",4,1
825,"Vlasmarkt","marché au lin","van bij s. Jacobs tot s. Jacobsnieuwstraat.",1,1
826,"Vlasstraat","rue au lin","van leistraat tot kroonstraat.",6,2
827,"Vlierstraat","rue du sureau","van zwijnaardsche steenweg tot de Bommelstraat.","H 5",2
828,"Vlootstraat","rue du radeau","Maria-Theresiaplaats tot kleistraat.",6,2
829,"Voetweg","rue du sentier","v. muinkbrugstr. tot heuvelstr.",5,2
830,"Vogelmarkt","marché aux oiseaux","van brabantstraat tot kouter.",1,2
831,"Vogelenzangkaai","quai du ramage","van molenaarsstraat tot geuzenberg.",3,1
832,"Voldersstraat","rue des foulons. des jésuites ou de l'université","van kalanderstraat tot veldstraat.",1,2
833,"Volmolenplaats","place du moulin à foulon","van roodetorenstraat tot nederschelde, aan de pasbrug.",1,1
834,"Voormuide","rue voormuide ou de la porte du sas","van s. salvatorstraat tot buitenmuide.","H 3",1
835,"Vooruitgangplaats","place du progrès","Ledeberg, tusschen de kerkstraat en de langestraat.",0,1
836,"Vorkstraat","rue de la fourche","van meulesteedsche steenweg tot in de weiden der achtermuide.","H 3",2
838,"Vossestraat","rue du renard","van brugschesteenweg tot rooigenistraat.",6,2
839,"Voskensstraat","rue des renardeaux","van ganzendriesstr. tot maltebrugstraat, s. Pieters-Aigem.","H 5",2
840,"Vredestraat","rue de la paix","van wollestraat tot zondernaamstraat.",7,1
841,"Vreesebeluik","cité Devreese, cité ouvrière","ziet Devreesebeluik.",,
842,"Vrouwenstraat",,"ziet s. pietersvrouwstraat.",,
843,"Vrouwenstraat",,"ziet lange wijngaardstraat ",,
843,"Vrouwmattestraat","rue des garde-couches","van onderbergen tot engelandgat.",2,2
844,"Vrijdagmarkt","marché du vendredi","van groot kannonplaats tot oude vlasmarkt.",1,1
845,"Vrijheidstraat",,"ziet oranjeberg.",,
846,"Vijfwindgatstraat","rue des cinq vannes ou cinq vents","van lange violettenstraat tot boulev. Frère-Orban.",4,1
847,"Waaistraat","rue aux vents","v. vrijdagmarkt tot garenpl.",1,1
848,"Waarschootstraat","rue Waarschoot","van perstraat tot stoppelstraat.",2,2
849,"Wagemans- of Wagenaarstr.",,"ziet zwartezustersstraat.",,
850,"Walpoortbrugstraat","rue du pont-madou","van kortedagsteeg tot s. pietersnieuwstraat.",5,2
851,"Wandelsteeg","rue de la promenade ou du serpent","van onderstraat tot kammerstraat.",1,1
852,"Wapenplaats","place d'armes","ziet kouter.",,
853,"Waasstraat","rue de la cire","van biestraat tot Oostakkerstr.",7,1
854,"Waterstraatje","ruelle de l'eau","op s. pietersnieuwstraat, eerste straat zonder einde, links.",5,2
855,"Waterpoort",,"ziet scheiergat.",,
856,"Watergraafsstraat","rue watergraaf","van s. Michielstraat tot engelandgat.",2,2
857,"Weezenstraat","rue des orphelins","van barrenstraat tot oude ossenmarkt.",1,1
858,"Weidestraat","rue du pâturage","van antwerpschesteenweg tot weldadigheidstraat.",7,1
859,"Weldadigheidstraat, dampoort","rue de la bienfaisance","van kogelstraat tot weldadigheidstr., s. Amandsberg.",7,1
860,"Weldadigheidstraat","rue de la bienfaisance","Ledeberg, van hundelgemschesteenweg tot mooriaanstraat.",0,1
861,"Weldadigheidstr.","rue de la bienfaisance","s. Amandsberg, van de weldadigheidstraat, Gent, tot meerschstraat.",,
862,"Wellinckstraat","rue Wellinck","van houtlei tot holstraat.",2,2
863,"Werkhuisstraat","rue de l'atelier","van drongenscheweg tot leikaai.",6,2
864,"Werregarenstraat","rue du fil-tors","van hoogpoort tot onderstraat.",1,1
865,"Weststraat","rue de l'ouest","Ledeberg, van vooruitgangplaats tot langestraat.",0,1
,"Weversstraat","rue des tisserands","van brugschesteenweg tot rooigemstraat.",6,2
866,"Wilderoosstraat","rue de l’églantine","van onderbergen tot engelandgat.",2,2
867,"Wilgestraat","rue du saule","in den nieuwen rabotwijk, van de kerkstraat tot kleistraat.",6,2
868,"Willem-Tellstraat","rue Guillaume-Tell","van bagattenstraat tot s. pietersvrouwstraat.",5,2
869,"Windmolenstraat","r. du moulin à-vent","van meulesteedschesteenweg tot spadestraat.","H 3",2
870,"Winkelstraat","rue des boutiques","van limburgstraat tot lange boomgaardstraat.",4,1
871,"Wollestraat","rue aux laines","van dampoortstr. tot dok.",7,1
872,"Wolvensteeg","r. aux loups","v. vrijdagm. tot baudeloolei.",1,1
873,"Wolvenstraat","rue des loups","ziet kleine bellevuestraat.",,
874,"Wondelgemstraat","rue de Wondelgem","in den nieuwen rabotwijk, van de brug op begijnhofboulevard tot wilgestraat.",6,2
875,"Wijngaardstraat","rue de la vigne","van pekelharing tot ijperstraat.",2,2
876,"IJkstraat","rue des jaugeurs","v. s. jansdreef tot het water.",1,1
877,"IJpersteeg","passage d’Ypres","van perstraat tot coupure, rechter oever).",2,2
878,"IJperstraat","rue d'Ypres","van violettenlei tot coupure.",2,2
879,"IJskelderstraat","rue de la glacière","in den nieuwen rabotwijk, van Desmetstraat tot kerkstraat.",6,2
880,"IJzerstraat","rue du fer","van weversstraat tot rooigemst.",6,2
881,"Zaadsteeg","r. des grainiers","v. hoogpoort tot onderstraat.",1,1
882,"Zaaimansstraat","rue des semeurs","van s. margrietestraat tot korte schipgracht.",3,1
883,"Zagermansstraat","rue des scieurs","van kortedagsteeg tot s. jansvest.",1,2
884,"Zakkebandstraat","rue aux liens","van koepoortkaai tot stuksken.",4,1
885,"Zandberg","place du sablon","van einde hoogpoort tot koningstraat.",1,1
886,"Zandstraat","rue du sable","van einde kleistraat tot zwijnaardsche steenweg.","H 5",2
887,"Zeemsstraat","rue du miel","van Oostakkerstraat tot biestraat.",7,1
888,"Zeilstraat","rue de la voille","van meulesteedschesteenweg tusschen nrs 74 en 76 tot spadestraat.","H 3",3
889,"Zeugesteeg","r. aux truies","v. plottersgracht tot geldmunt",3,1
890,"Zeurzaksteeg","rue des tricheurs","ziet appelbrugstraat.",,
891,"Zilverstraat","rue d'argent","van beestenmarkt tot kalverm.",1,1
892,"Zomerstraat",,"ziet De Somerstaaat.",,
893,"Zonder eindestraat",,"ziet straat zonder einde.",,
894,"Zondernaamstraat","rue des sans-nom","van metsersstraat tot kasteelbrugstraat.",7,1
895,"Zonnestraat","rue du soleil","v. kouter tot recollettenplein.",1,2
896,"Zoutstraat","rue du sel","van nederkouter tot de lei.",5,2
897,"Zuidkaai, b. de brugschepoort","quai du sud, faubourg de Bruges","van phenixstraat tot groendreef.",6,2
898,"Zuivelsteeg","rue du laitage","van zuivelbrugstraat tot vrijdagmarkt.",1,1
899,"Zuivelbrugstraat","rue du pont du laitage","van zuivelsteeg tot oudburg.",3,1
900,"Zwaanstraat","rue du cygne","v. oudburg tot k. kalversteeg.",3,1
901,"Zwaardsteeg","impasse du glaive","van brabantdam tot de schelde, zonder einde.",4,1
902,"Zwaluwensstraat","rue des hirondelles","van rooigemstraat tot leikaai.",6,2
903,"Zwartezusterstraat","rue des soeurs-noires ou des charretiers","van onderbergen tot struifsteeg.",2,2
904,"Zwijnaardschesteenweg","chaussée de Zwijnaarde","van normaalschoolstr. tot zwijnaarde, s. Pieters-Aalst.","H 5",2
906,"Aardewegbrug","pont du chemin de terre","op de noordkaai. buiten de brugschepoort.",,
907,"Academiebrug","pont de l’académie","tusschen de academiestraat en de lievekaai.",,
908,"Antwerpschepoortbrug","pont de la porte d'Anvers","tusschen de dampoortstraat en den antwerpschesteenweg.",,
909,"Appelbrug","pont aux pommes","tusschen de appelbrugstraat en de breidelsteeg.",,
910,"Bargiebrug","pont de la barque","tusschen de noordkaai en de phoenixstraat, brugschepoort.",,
911,"Berouwbrug","pont du repentir","in de berouwstraat.",,
912,"Bestormbrug","pont d'assaut","tusschen de bestormstraat en de violettenlei.",,
913,"Brugschepoortbrug","pont de la porte de Bruges","tusschen de brugschepoortstraat en de noordkaai.",,
914,"Chartreuzenbrug","pont des chartreux","tusschen de roodelijvekensstraat en de chartreuzenstraat.",,
915,"Citadelbrug",,"ziet leibrug.",,
916,"Dampoortbrug",,"ziet antwerpschepoortbrug.",,
917,"Depauwbrug","pont De Pauw","tusschen de kasteelkaai en s. machariusstraat.",,
918,"De Smetbrug","pont De Smet","van begijnhofboulevard tot De Smetstraat, nieuwen rabotwijk.",,
919,"Driegatenbrug","pont de trois vannes","tusschen de coupure en de phoenixstraat.",,
920,"Entrepotbrug","pont de l'entrepôt","tusschen de lindenlei en de coupure, linker oever.",,
921,"Grasbrug","pont aux herbes","tusschen de gras- en koornlei.",,
922,"Grendelgatbrug","pont du verrou","op den bleekersdijk.",,
923,"Halsbrekerssbrug","pont du casse-cou","tusschen de s. salvatorstraat en het groot meerhem.",,
924,"Hoofdbrug",,"ziet onthoofdbrug.",,
925,"Huidevettersbrugsken","pont des tanneurs","tusschen het huidevetterken en de slijpstraat.",,
926,"Kasteelbrug of Depauwbrug","pont du chateau ou Depauw","tusschen de kasteelkaai en s. machariusstraat.",,
927,"Kernmelkbrug","pont du lait battu","tusschen bij s. Jacobs en het steendam.",,
928,"Ketelpoortbrug","pont des chaudronniers ou des bastions","tusschen het recollettenplein en den nederkouter.",,
929,"Koepoortbrug","pont de la porte aux vaches","op de koepoortkaai.",,
930,"Kombrug","pont du bassin","tusschen de kalvermarkt en de roodetorenstraat.",,
931,"Kriekerijbrug","pont de la cérisaie","in het kriekerijstraatje.",,
932,"Krommenwalbrug","pont du fossé courbe","van krommenwal tot sluizekensstraat.",,
933,"Leibrug","pont de la Lys","van godshuizenboul tot citadellaan.",,
934,"Lievebrug","pont de la lieve","tusschen de lievestraat en de lievekaai.",,
935,"Lousbergsbrug","pont Lousbergs","tusschen de visscherij en kasteellaan.",,
936,"Marcellisbrug of ijzerenbrug","pont Marcellis ou en fer","tusschen de lammerstraat en de Lieven Bauwensplaats.",,
937,"Meerschbrug","pont du pré","op den geuzenberg.",,
938,"Meulestedebrug","pont de Meulestede","tusschen Meulestede en Wondelgem.",,
939,"Minnemeerschbrug","pont du pré-d'amour","tusschen de minnemeerschplaats en de huidevetterkaai.",,
940,"Muidebrugsken","pont du sas","tusschen de slijpstraat en de s. salvatorstraat.",,
941,"Muink- of monnikbrug","pont des moines","tusschen de muinkkbrugstraat en de muinkkaai.",,
942,"Nieuwbrug","pont neuf","tusschen de s. jacobsnieuwstraat en de keizerkarelstraat.",,
943,"Nieuwenboschbrug","pont du nouveau bois","in de tweebruggenstraat.",,
944,"Nieuwe sluisbrug","pont de la nouv. écluse","op de sasschekaai.",,
945,"Nieuwe vaartbrug","pont du canal de raccordement","aan de palingshuizen; over de verbindingsvaart.",,
946,"Nieuwe wandelingbrug","pont de la nouvelle promenade","tusschen de contributiestraat en de nieuwe wandeling.",,
947,"Oliebrugsken","pont de l'huile","in het oliestraatje.",,
948,"Onthoofdbrug","pont de l'exécution","tusschen de hoogezonne straat en de burgstraat.",,
949,"Oordeelbrug","pont du jugement","tusschen de recollettenlei en de lindenlei.",,
950,"Ottergembrug","pont d'Ottergem","nieuwe brug op de Schelde aan den ijzeren weg, bij s. lievenspoort.",,
951,"Oude brugschepoortbrug","pont de l’ancienne porte de Bruges","tusschen de driegatenbrug aan de phoenixstraat en leikaai.",,
952,"Oude scheldebrug of s. lievensvestbrug","pont du rempart s. Liévin","tusschen s. lievenstraat en Ledeberg.",,
953,"Palingshuizenbrug","pont des maisons aux anguilles","van palingshuizen tot de groendreef.",,
954,"Pasbrug","pont de la passe","tusschen de roodetorenstraat en de visscherij.",,
955,"Plattesteegerbrug","pont de l'escallier","tusschen de s. salvatorstraat en het groot meerhem.",,
956,"Predikheerenbrug","pont des dominicains","tusschen de hoornstraat en de predikheerenstraat.",,
957,"Rabotbrug","pont du rabot","tusschen den begijnhofboulev. en den boulevard van plaisance.",,
958,"Rakenbrug","pont du râteau","tusschen het kortschipgracht en de chartreuzenstraat.",,
959,"Rasphuisbrug","pont de la maison de force","tusschen den rechter en linkeroever der coupure, aan de rasphuisstraat.",,
960,"Recollettenbrug","pont des récollets","tusschen het recollettenplein en kort onderbergen.",,
961,"Roodentorenbrug","pont de la tour rouge","tusschen de visscherij en de roodentorenkaai.",,
962,"Rozemarijnbrug","pont du romarin","tusschen den rechter¬ en linkeroever der coupure, aan de twaalfkamerstraat.",,
963,"Sasschepoortbrug","pont de la porte du sas","tusschen de voormuide en den meulesteedschen steenweg.",,
964,"S. Gillisbrug","pont s. Gilles","tusschen de s. gillisstraat en de chartreuzenstraat.",,
965,"S. Jansbrug","pont s. Jean","tusschen de oude schaapmarkt en de s. jansdreef.",,
966,"S. Jorisbrug","pont s. Georges","tusschen het steendam en de roodentorenkaai.",,
967,"S. Michielsbrug","pont s. Michel","tusschen de sterrestraat en de koornlei, aan s. Michielskerk.",,
968,"Slachthuisbrug","pont de l’abattoir","tusschen de visscherij en de slachthuislaan.",,
969,"Sleutelkensbrug","pont des petites clefs","tusschen de lange steenstraat en de korte steenstraat.",,
970,"Sluizekensbrug","pont des écluses","tusschen de oudburg en het sluizeken.",,
971,"Stukbrug","pont de la pièce","tusschen de apostelstraat en het stuksken.",,
972,"Terplatenbrug","pont de Terplaten","tusschen s. Lievensvest en boulevard der citadel.",,
973,"Tichelrijbrug","pont des tuileries","op de tichelrij.",,
974,"Tolhuisbrug","pont du péage","tusschen de plezantevest en de nijverheidsplaats.",,
975,"Torenbrug","pont de la tour ou de Thourout","tusschen den poel en de hoogstraat.",,
976,"Van Eyckbrug","pont Van Eyck","tusschen de visscherij en de van Eyckplaats.",,
977,"Verbindingsbrug nr 1","pont de raccordement n° 1","de 1ste ten einde der Vanderbruggensteeg",,
977,"Verbindingsbrug nr 2","pont de raccordement n° 2","de 2de van de visscherij tot kasteelboulevard",,
977,"Verbindingsbrug nr 3","pont de raccordement n° 3","en de 3de van den kasteelboulevard naar de kasteelkaai.",,
978,"Verlorenbroodbrug","pont du pain perdu","tusschen de verlorenbroodstraat en de coupure, linker oever.",,
979,"Visscherijkombrug","pont du bassin de la pêcherie","tusschen de visscherij en boulevard Lousbergs aan het keizers-sas.",,
980,"Vleeschhuisbrug","pont de la boucherie","tusschen de groenselmarkt en de kleine vischmarkt.",,
981,"Vijfwindgatbrug","pont des cinq vannes","tusschen de lange violettenstraat en de brusselsche¬ en s. lievenstraat.",,
982,"Walpoortbrug","pont madou","tusschen de kortedagsteeg en de walpoortbrugstraat.",,
983,"Willembrug","pont Guillaume","tusschen de visscherij en de keizerstraat.",,
984,"Wondelgembrug","pont de Wondelgem","brug op de nieuwe vaart ten einde der wondelgemstraat.",,
985,"Wijngaardbrug","pont de la vigne","tusschen het s. baafsplein en den reep.",,
986,"Zaatbrug","pont du chantier","tusschen het groot meerhem en het klein meerhem.",,
987,"Zottepoortbrug","pont aux folles","tusschen de korte violettenstraat en de annonciadenstraat.",,
988,"Zuivelbrug","pont du laitage","tusschen de tuivelsteeg en de zuivelbrugstraat.",,
