"order_id","place_name_NL","place_name_FR","description","police_quarter","canton_of_small_claims_court","map_number"
526,"hoveniersberg","Jardiniers, mont. des","r. n. St Pierre — l'Escaut. (",5,2,79
527,"hoveniersstr.","Jardiniers, rue des","r. de l'hôpital — boul. d'Akkergem. ",11,2,55
528,"hoveniersstr.","Jardiniers, rue des","ch. de Bruxelles — r. longue. (Ledeberg). ",,,"112-103"
529,"ijkersstr.","Jaugeurs, r. des","avenue St Jean — r.",,,
530,,"Nieuwpoort. (",,1,1," 50-51"
531,"Jan Breydelstr.","Jean Breydel, r.","quai au blé — r. de Bruges. (",2,3,48
532,"Jemappestr.","Jemappes, r. de","r. St Pierre-Alost — pl. de la constitution. (",9,2," 77 Jésuites, rue des. Voir foulons, r. des."
533,"kaatsplaats","Jeu de paume, place du","r. du bac — r courte aux veaux. (",3,3,39
534,"jockeystr.","Jockey, r. du","chaussée de Courtrai — ch. d'Audenaerde. (",9,2,105
535,"Jordaensstr.","Jordaens, r.","pl. Van Duyse — r. c. des casernes. (",5,2,8
536,"Jozef II str.","Joseph II, r.","r. de Wondelgem — r. de l'aune. ",10,3," 27-37"
537,"Jozef Plateaustr.","Joseph Plateau, r.","r. basse des champs — r. neuve St Pierre. (",5,2," 78-79"
538,"korte dagsteeg","Jour, r. courte du","r. aux vaches — pont madou. (",1,2,7
539,"jodenstr.","Juifs, r. des","r. du gouvernement — place Laurent. (",1,2,60
540,"Julius De Vigneplein","Jules De Vigne, place","rue Van Eyck — pont Van Eyck. (",4,1,61
541,"Justus Lipsiusstr.","Juste Lipse, r.","boul. du grand marais — av. du tolhuis. (",3,3,30
542,"Keybergstr.","Keyberg, r.","r. St Eloi — r. de la noce Gentbrugge ",,,
542,"Kluyskensstr.","Kluyskens, r. ","r. des hospices — quai de la biloque. ",11,2,77
543,"meersteeg","Lac, r. du","r. d’Abraham — r. de Bruges. (",2,3,48
544,"Lachaertstr.","Lachaert, r.","r. de l'église — ch. d’Hundelgem (Ledeberg). ",,,"101-102"
545,"wollestr.","Laines, r. aux","r. d’Anvers — pl. du dock. (",8,1,415
546,"zuivelsteeg","Laitage, r. du","pont du laitage — marché du vendredi. (",1,1,49
547,"Melkerijstraat","Laiterie, rue de la","chaussée d'Ottergem — chemin vicinal n° 82 ",,,10
548,"Lamastr.","Lama, r. du","r. du cerf — r. du Jardin",4,1,79
549,"Langerbruggestr.","Langerbrugge, r. de","r. du moulin à vent — Canal de Terneuzen. (",8,1,3
550,"Laurens Delvauxstr.","Laurent Delvaux, r.","boul. Charles de Kerckhove — pl. Van Duyse. (",5,2," 87-88"
552,"Laurentplaats","Laurent, place","digue de brabant — r. de Flandre, pl. Liévin Bauwens. (",4,"1 et 2"," 60 70"
553,"Ledeganckstr.","Ledeganck, r.","ch. de Zwynaerde — boul. de l'horticulture. (",9,2," 98 Légumes, marché aux (groeselmarkt) r. haut-port — r. c. de la monnaie — marché aux tripes et pont de la boucherie. ("
554,"Leithstr.","Leith, r. de","ch. de Meulestede — boul. Port- Arthur.","SM 3",1," 3 Léopold, boul. (Leopoldlaan) boul. Charles de Kerckhové — ch. de Courtrai. ("
555,"Bevrijdingsdreef","Libération, avenue de la","rue du Phoenix — boul. de Rooigem. (",6,3,35
556,"Vrijheidslaan","Liberté, avenue de la","r. des Hiboux pl. de la Constitution. (",8,2," 107-108"
557,"zakkebandstr.","Liens, r. aux","quai porte aux vaches — r. de la pièce. ",4,1,"61-71"
558,"Lievestr.","Liève, r. de la","pont de la Liève — r. l. des pierres. (",3,3,49
559,"Lievegang","Liève, pass. de la","quai St Antoine — r. de l'ermitage. (",3,3,38
560,"Lievekaai","Liève, quai de la","pet. aven. de la cour — r. courte d'argent. ",2,3,"38-48"
561,"Lieven Bauwensplein","Liévin Bauwens, place","entre quai du Bas-Escaut, place Laurent, rue de Flandre et rue du Hainaut (",4,"1 et 2",50
562,"Lieven De Winnestr.","Liévin De Winne, r.","r. des douze chambres — coupure (",2,2,67
563,"Limburgstr.","Limbourg, r. du","pl. Liévin Bauwens — place St Bavon. (",1,2,60
564,"grensstr.","Limite, r. de la","r. du maïs — maisons aux anguilles. ",10,3," 5-9"
565,"oude vlasmarktstr.","Lin, r. du vieux marché au","marché au vendredi — cloître St Jacques. (",1,1,50
566,"vlasmarkt","Lin, marché au","cloître St Jacques — r. n.",,,
567,,"St Jacques. (",,1,1,50
568,"vlasstr.","Lin, r. au","r. de la Lys — r. de la couronne. (",6,3," 45-46"
569,"leeuwstraat","Lion, r. du","r. Bénard — boul. St Liévin (",5,1," 90 100"
570,"gouden leeuwpl.","Lion d'or, place du","pl. Emile Braun — marché aux poulets et pet. turquie (",1,2,59
571,"roodeleeuwstr.","Lion rouge, r. du","entre les nos 45 et 61 de la ch d’Hundelgem. (Ledeberg). ",,,101
572,"bonteleeuwstr.","Lion, r. du","r. courte du marais — r. des champs. (",1,2,59
573,"Liverpoolstr.","Liverpool, r. de","ch de Meulestede — avenue de l’avant-port. (",8,1,10
574,"boeksteeg","Livre, r. du","r. des champs — q. de dominicains. (",1,2,59
575,"Londenstr.","Londres, r. de","aven. de l'avant-port — pl. de l'avant-port. (",8,1,10
576,"langestr.","Longue, r.","ch. d’Hundelgem — ch. de Bruxelles. (Ledeberg) ",,,"92-120"
577,"Loostr.","Loo, r. de","r. de Blankenberghe — r. de la forge (",9,2,96
578,"klinkkouterstr.","Loquet, r. du","r. de l’avenir — r. des entrepreneurs. Mont-St Amand). ",,,"67-74"
579,"Louis de Smetstraat","Louis De Smet, r.","r. du cornet de poste — ch. de Bruxelles, Ledeberg. ",,,92
580,"wolfsteeg","Loups, r. aux","r. baudeloo — r. de l'esturgeon. (",1,1,50
581,"Lourdesstraat","Lourdes, r. de","r. de l'eau (Mont St Amand) — Oostacker. (",8,1,24
582,"Lousbergslaan","Lousbergs, boul.","boul. de l’abattoir — boul. de l’Escaut ",7,1,"62-81"
583,"Luxemburgstr.","Luxembourg, r. du","pet. r. du bélier — r. du bélier. (",2,3,48
584,"Leikaai","Lys, quai de la","r. du phoenix — boulev. de Rooigem. (",6,3," 41-46"
585,"Leisteeg","Lys, ruelle de la","r. basse des champs — r. de la pl. des chaudronniers (",5,2,69
586,"Leistr.","Lys, r. de la","r. de Rooigem — quai de la Lys (",6,3,46
587,"Leistraatje","Lys, ruelle de la","place de l’écluse — arrière-Lys. (",3,1," 39-04"
588,"metsersstr.","Maçons, r. des","r. des Sans-Nom — dock. (",8,1," 41-42"
589,"mageleinstr.","Magelein r.","Place Emile Braun — r. de la calandre. (",1,2,59
590,"magerstr.","Maigre, r.","ch. de Bruxelles — r. du château Gendbrugge. ",,,103
591,"maïsstr.","Maïs, r. du","avenue de Ryhove — r. de la limite. ",10,3," 17-18"
592,"rasphuisstr.","Maison de force, r. de la","r. haute — coupure (rive droite). (",2,2," 57-58"
593,"godshuishammeke","Maison-Dieu, r. de la","r. des rémouleurs — r. terre-neuve. (",3,1," 30-40"
594,"moutsteeg","Malt, r. du","ch. d'ottergem — l’Escaut (",9,2," 109-110"
595,,"Malte, r. de","Voir pont de Malte, r. du.",,,
596,"Manchesterstr.","Manchester, r. de","r. de li Mouette. — r. du Dyckthem. ","SM 3",1," 11-3"
597,"Meirestr.","Marais, r. du","r. des champs — r. du bois.",,,
598,"korte meire","Gendbrugge. Marais, r. courte du","r. des foulons — place d'armes. (",1,2," 59-69"
599,"lange meire","Marais, r. longue du","place de la calandre — r. c. du marais. (",1,2," 59-69"
600,"poel","Marais, place du","r. aux draps — r. haute. (",2,"2 et 3",58
601,"grand","Marais","boul. du (groot meerhemlaan) boul. des chartreux — place du petit marais. (",3,3,30
602,"petit","Marais","place du (kl. meerhem) boul. du grand marais — place de l'industrie. (",8,1," 20-30"
603,"kl. vischmarkt","Marché au poisson, petit","pont de la boucherie — pl. S. Pharaïlde (",3,3,49
604,"Maria van Burgondiëstr.","Marie de Bourgogne, r.","q. Philippe le Bon — boulev. St Liévin. (",4,1,100
606,"Maria-Hendrikapl.","Marie-Henriette, pl.","av. Albert — r. de la forge. (",9,2,96
607,"Maria-Hendrikastr.","Marie-Henriette, r.","r. prince Albert — r. de l’ange. Mont St Amand ",,,64
608,"Maria-Joséstr.","Marie José, r.","entre le boul. Albert et la place Marie-Henriette. (",9,2,96
609,"Maria-Theresiaplaats","Marie-Thérèse, place","autour de l'église S. Joseph. ",10,3,37
610,"Maria-Theresiastr.","Marie-Thérèse, r.","r. de l'église — r. de Wondelgem. ",10,3,36
611,,"Marjolaines, r. aux. ","Voir magelein, r.",,,
612,"Marnixstr.","Marnix, r.","ch. de Courtrai (1e rue à g.) — boul. Léopold. (",9,2,87
613,"kastanjestr.","Marron, r. du","r. du renard — r. de l’arbre (",6,3,35
614,"Marseillestr.","Marseille, r. de","r. de Londres — avenue de l’avant-port. (",8,1,10
615,"hamerstr.","Marteau, r. du","allée-verte — b. de Rooigem. (",6,3,25
616,"Martelaarsboulevard","Martyrs, boul. des","square de la Biloque — boul. d'Akkergem (",11,2," 66-76"
617,"maststr.","Mat, r. du","ch. de Meulestede — r. de la bêche. (",8,1,11
618,"matrozenstr.","Matelots, r. des","aven. de Terneuzen — r. des courtiers. (",8,1,20
619,"voir Biloke, q. de la","Maternité, q. de la",,,,
620,"Mathias-Gesweinstr.","Mathieu-Geswein, r.","r. Van Aken — boul. du béguinage. (",2,3,47
621,"mooriaanstr.","Maure, r. du","r. longue — r. de la station. (Ledeberg). ",,,"102-113"
622,"mooriaanstr.","Maure, r. du","r. longue — r. de Gon trode. Gendbrugge. ",,,"102-113"
623,"Meirelbekestr.","Meirelbeke, r. de","r. de la confrérie — vieux marché au bétail. (",1,1," 51-61"
624,"Meirelbekestr.","Meirelbeke, r. de","r. de Melle — Meirelbeke. Gendbrugge.",,,
625,"Mellestr.","Melle,r. de","r. zwarte heire — Melle. Gendbrugge.",,,
626,"Mercatorstr.","Mercator, r.","boul. des chartreux — av. du tolhuis. (",3,3,30
627,"merelstr.","Merle, r. du","ch. de Zwynaerde — r. de la corneille. (",9,2,98
628,"Mertensstr.","Mertens r.","r. d’Oostacker — r. de l'école. (Mont-St Amand). ",,,"43-53"
629,"Metdepenningenstr.","Metdepenningen r.","r. Van Hulthem — r. longue des casernes. (",5,2," 78-88"
630,"Meulesteedschesteenw.","Meulestede, ch. de","p. de la porté du sas — r. de Meulestede. (",8,1," 10-20"
631,"Meulestedeplaats","Meulestede, pl. de","r. de Meulestede — r. de la mouette. (",8,1,". 2"
632,"Meulestedekaai","Meulestede, quai de","aven. de l’avantport — av. du nouv. bassin. (",8,1," 2-10"
633,"Meulestedestr.","Meulestede, r. de","ch. de Meulestede — pl. de Meulestede (",8,1,2
634,"molenaarsstr.","Meuniers, r. des","quai des Augustins — quai du ramage. (",3,3," 28-38"
635,"molenaarstr.","Meunier, r. du","ch. de Bruxelles — rue d’argile (Gendbrugge). (Ledeberg). ",,,93
636,"zeemstr.","Miel, r. du","r. d’Oostacker — r. de l’abeille (",7,1,53
637,"krijgslaan","Militaire, av.","r. des moineaux — ch. de Courtrai (",9,2," 107-108"
638,"mimosastr.","Mimosa, r. du","r. du houblon — r. de la limite. (",10,3," 6-17"
639,"spiegelstr.","Miroir, r. du","r. du bas-poldre — r. neuve St Jacques. (",1,1,60
640,"Mirystr.","Miry, r.","r. des rémouleurs — r. terre-neuve (",3,1,30
641,"musschenstr.","Moineaux, r. des","ch. de Courtrai — r. des hiboux. (",9,2," 107-108"
642,"muinkkaai","Moines, quai des","pl. de France — r. Bénard. (",5,1," 70-89"
643,"muinkdreef","Moines, avenue des","quai des moines — boulev. zoologique. (",5,1," 80-89"
644,,"Moines, r. du pont des","voir pont des Moines, r. du.",,,
645,"geldmunt","Monnaie, r. de la","pl. Ste Pharaïlde — r. l. des pierres. (",3,3,49
646,"korte munt","Monnaie, r. courte de la","marché aux légumes — marché aux grains. (",1,2,49
647,"lange munt","Monnaie, r. longue de la","marché aux légumes — place du grand canon. (",1,1,49
648,"stoppelbergstr.","Mont au chaume, r.","r. des champs — quai des dominicains. (",1,1,59
649,"mortierstr.","Mortier, r. du","r. du ponton — place Van Eyck. (",4,1,61
650,"motorstr.","Moteur, r. du","rue de Lourdes — avenue de l'aéroplane (",8,1,
651,"meeuwstr.","Mouette, r. de la","pl. de Meulestede — boul. Port-Arthur. (",8,1,". 2-3"
652,"molenstr.","Moulin, r. du","coupure, rive g. — remp. de la biloque. (",11,2,67
653,"volmolenstr.","Moulin à foulon, r. du","r. de la tour rougé — quai du pont-neuf. (",1,1,51
654,"windmolenstr.","Moulin à vent, r. du","r. de la mouette boul. Port-Arthur. (",8,1,3
655,"molenstr.","Moulin, r. du","r. longue — r. Van Lokeren (Ledeberg). ",,,"92-102"
656,"molenstr.","Moulin, r. du","r. de l’école — r. des champs Mont-St Amand. ",,,54
657,"molekenstr.","Moulinet, r. du","r. des champs — la Lys (",1,2,69
658,"schaapstr.","Mouton, r. du","boul. Lousbergs — r. aux boeufs. (",7,1,62
659,"oude schapenmarkt","Moutons, vieux marché aux","mar. au lin — aven. St Jean. (",1,1,50
660,"meibloemstr.","Muguet, r. du","r. de Rooigem — r. du persil. (",6,3," 35 45"
661,"Muylaertstr.","Muylaert, r.","chaussée de Swynaerde — Swynaerde (",9,2,
662,"Myosotisstr.","Myosotis, r. du","r. du maïs — av. de Ryhove. (",10,3," 7-17"
663,"Nassaustr.","Nassau, r.","chauss. de Courtrai (2e r. à g. — boul. Léopold. (",9,2,87
664,"rapenstr.","Navets, r. des","r. longue des violettes — r.",,,
665,,"Antheunis. (",,4,1," 71-80"
666,"nieuwe straat","Neuve, r.","r. du pré — ch. de Bruxelles (Ledeberg). ",,,"92-102"
667,"New-Yorkstr.","New-York, r. de","ch. de Meulestede — avenue de l’avant-port. (",8,3,10
668,"Nieuwpoortstr.","Nieuwpoort, r.","place St Jacques — r. de la tour rouge. (",1,1," 50-51"
669,"bruiloftstr.","Noce, r. de la","ch. de Bruxelles — r. du château. Gendbrugge.",,,
670,"noordkaai","Nord, quai du","r. du nord — Champs- Elysées. (",10,3," 36-46"
671,"noordstr.","Nord, r. du","r. de la porte de Bruges — quai du nord. (",10,"2 et 3",46
672,"noordstr.","Nord, r. du","r. longue. — place du progrès (Ledeberg). ",,,102
673,"Onze-Lieve-Vrouwstr.","Notre-Dame, r.","r. du verger — fossé des corroyeurs. (",3,3,49
674,"Nieuw Bassijnlaan","Nouveau Bassin","rue du Paon — quai de Meulestede (","SM 3",1," 3-11"
675,"nieuw begijnhofstr.","Nouveau béguinage, r. du","ch. de Termonde — r. d'Oostacker. (",7,1,53
676,"nieuwenboschstr.","Nouveau bois, r. du","place Van Artevelde — r. des deux ponts. (",4,1," 71-72"
677,"nieuw hospitaalstr.","Nouvel hôpital, r. du","coupure (rive gauche) — r. Kluyskens. (",11,2,77
678,"notelaarstr.","Noyer, r. du","allée-verte — avenue de la Libération. (",6,3,35
679,"korte notelaarstr.","Noyer, r. courte du","r. du noyer — r. de l’abricot. (",6,3,35
680,,"Obscure, r","voir paradis, r. du.",,,
681,"okerstr.","Ocre, r. de l'","r. des champs — quai des dominicains. (",1,2,59
682,"anjelierst.","Gillet, r. de l'","r. du maïs — r. du dracœna. (",10,3,18
683,"ajuinenlei","Oignons, quai aux","r. des dominicains — quai des récollets. (",2,2," 59 68"
684,"vogelmarkt","Oiseaux, mar. aux","r. de Brabant — place d'armes. (",1,2," 69-70"
685,"olijfstr.","Olive, r. de l'","r. du marteau — r. du noyer. (",6,3,25
686,"struifstr.","Omelette, r. de l'","r. des soeurs noires — r. d'assaut. (",2,2,58
687,"Oostakkerstr.","Oostacker, r. d'","ch. d'Anvers — ch. de Termonde (limite de Gand et Mont-St-Amand). (",7,1," 53-63"
688,"goudstr.","Or, r. d'","fossé d'Othon — place du pré d'amour. (",1,1,40
689,"oranjestr.","Orange, r. d'","place de la calandre — r. du gouvernement. (",1,2,60
690,"gerststr.","Orge, r. de l'","r. des meuniers — pass. de la Liève. (",3,3,38
691,"olmstr.","Orme, r. de l'","boul. de plaisance — boul. du gazomètre. (",3,3,29
692,"Oostendestr.","Ostende, r. d'","av. Clémentine — av.",,,
693,,"Albert. (",,9,2,96
694,"baudeloostr.","Othon, r. d'","voir baudeloo, r. de Othon, fossé d' (Ottogracht) pet. mar. au beurre — fossé courbe. (",1,1,50
695,"Ottergemschensteenw.","Ottergem, ch. d'","r. de l'école normale — Zwynaerde. (",9,2," 99-109"
696,"berensteeg","Ours, r. aux","r. d'or — la Lys. (",1,1,40
697,"Overzetstr.","Overzet, r. de l'","boulev. d’akkergem à la Lys. (",11,2,55
698,"Bevredigingstr.","Pacification, r. de la","av. militaire — ch. de Courtrai (",9,2,106
699,"pacificatiestr.","Pacification, r. de la","pl. du progrès — r. des prés. (Ledeberg.) ",,,102
700,"verlorenbroodstr.","Pain-perdu, r. du","r. basse des champs — coupure, rive g. (",5,2,78
701,"vredestr.","Paix, r. de la","r. des sans-noms — dock (",8,1," 51-52"
702,"vredestr.","Paix, r. de la","r. Vande Velde — r. Van Hoorebeke. (Ledeberg.) ",,,103
703,"vredestr.","Paix, r. de la","r. de l’église — r. des hospices. (Gendbrugge. ",,,83
704,,"Palais de justice, pl. du","voir commerce, place du.",,,
705,"palmboomstraat","Palmier, r. du","r. du tournesol — ch. de Bruges. (",6,3,35
706,"pauwstr.","Paon, r. du","ch. de Meulestede — boulev. Port-Arthur. (",,,
708,"vlinderstr.","Papillon, r. du","r. de Gontrode — r. des remparts (Gendbrugge) ",,,"103-113"
709,"donkersteeg","Paradis, r. du","pl. du lion d'or — marché au grains. (",1,2,59
710,"paradijszak","Paradis, imp. du","dans la r. du paradis. (",1,2,59
711,"parkplaats","Parc, place du","boul. du parc — ch. de Courtrai. (",9,2,107
712,"parklaan","Parc, boul. du","place du parc — boulevard du fort. (",9,2," 97-107"
713,"park","Parc","entre les boul. Charles de Kerckhove et Léopold et les boul. du fort et de l'horticult. (",9,2," 88-97"
714,"perkamentstr.","Parchemin, r. du","dans la r. de Bruges. (",2,3,48
715,"Parijsberg","Paris, montagne de","dans la r. de l'agneau (",5,2,70
716,,"Passage Vander Donckt. Voir Vander Donckt","pass.",,,
717,"Patijntjestr.","Patin, r. du","r. de la prairie — rue d'Afsné. (",9,2," 85-96"
718,"Vaderlandstr.","Patrie, r. de la","r. des moineaux — av. de la liberté. (",9,2,107
718,"weidestr.","Pâturage, r. du ","ch. d'Anvers — r. de la bienfaisance. (",7,1,43
719,"land van Waasstr.","Pays de Waes, r. du","ch. de Termonde — ch. d'Anvers. (",7,1,53
719,,"Péage, boul. du","voir Tolhuisavenue du ",,,
719,"Tolkaai","Péage, quai du ","pont du Tolhuis — écluse (",8,1,20
720,"kammerst r.","Peignes, r. des","marché du vendredi — r. royale. (",1,1,50
721,"schilderstr.","Peintres, rue des","r. de l'art — r. de l'industrie. (Mont-S. Amand). 63 Pélican, r. du (pelikaanstr.) r. l. du verger — r. du tremble. (",4,1," 61-71 Pénitentes, r. longue des (lange penitentenstr.) pet. marché au beurre — r. Baudeloo. ("
722,"papegaaistr.","Perroquet, r. du","r. des annonciades — Coupure (rive droite). (",2,2," 67-68"
723,"peterceliestr.","Persil, r. du","r. de la pomme — aven. de la libération. (",6,3," 35 Pétrole, r. du (petroleumstr.) r. de l’avenir — boul. de l'Escaut. ("
724,"populierstr.","Peuplier, r. du","boul. de plaisance — boul. du gazomètre. (",3,3,28
725,"apotheekstr.","Pharmacie, r. de la","quai de la biloque r. du nouvel hôpital. (","S 2",2," 77-78"
726,"phoenixstr.","Phénix, r. du","quai de la Lys et du sud — avenue de la libération. (",6,3,46
727,"Filips de Goedekaai","Philippe le Bon, q.","boulev.",,,
728,,"St Liévin — quai de Terplaten. (",,4,1,100
729,"eksterstr.","Pie, r. de la","r. du boucliei — r. de l’abricot (",6,3,35
730,"stuksken","Pièce, r. de la","r. aux liens — quai porte aux vaches. (",4,1,". 71"
731,"lange steenstr.","Pierres, r. longue des","r. de la Liève — r. c. des pierres. (",3,3," 39-49"
732,"korte steenstr.","Pierres, r. courte des","r. l. des pierres — pl. de l’écluse (",3,1,39
733,"Duifstraat","Pigeon, r. du","r. du rossignol — r. du coton. (",10,3,25
734,"loodsenstr.","Pilotes, r. des","ch. de Meulestede. aven. de Terneuzen. (",8,1,20
735,"Alkenstr.","Pingouin, r. du","dans la rue de la Mouette (",8,1,2
736,"Pioenstr.","Pivoine, r. de la","r. du Fuchsia — r. de l'hortensia. (",10,3,16
737,"kl. St Pietersplein","Plaine St Pierre, petite","r. de la colline — r. du sentier. (",5,2,89
738,"plezantevest","Plaisance, boul. de","boul. du béguinage — place de l’industrie. (","3|10",3," 20-37"
739,"plataanstr.","Platane, r. du","remp. de plaisance — boul du gazomètre. (",3,3," 28-29"
740,,"Plateau, r. ","voir Joseph Plateau, rue.",,,
741,"pluimstr.","Plume, r. de la","r. du pot d'étain — r. courte d'argent. (",2,3," 38-48"
742,,"Poelman, r. ","voir station, pet. r. de la.",,,
743,"peerstraat","Poire, r. de la","boul. de Rooigem — r. du filet. (",6,3,45
744,"peperstr.","Poivre, r. du","r. haute — r. de Bruges. (",2,3," 4 11-57"
745,"appelstr.","Pomme, r. de la","r. de la chèvre — boul. de Rooigem. (",6,3,45
746,"Brugstr.","Pont aux pommes, r. du, voir Jean Breydel, rue Pont, r. du","voir Gendbrugge, r. de Pont de Malte, r. du (Maltebruggestr.) r. du pré aux oies — ch. de Courtrai. (",9,2," 105-106"
747,"muinkbrugstr.","Pont des moines, r. du","pet. plaine St Pierre — r. Benard. (",5,2,89
748,"zuivelbrugstr.","Pont du laitage, r. du","pont du laitage — vieux bourg. (",3,1,49
749,"walpoortbrugstr.","Pont Madou, r. du","r. c. du jour — r. neuve St Pierre. (",5,2,70
750,"nieuwbrugkaai","Pont neuf, quai du","vieux marché au bétail — r. de la tour rouge. (",1,1," 51-61"
751,"veerstr.","Ponton, r. du","r. Charles-Quint — quai du ponton. (",4,1," 51-61"
752,"veerkaai","Ponton, quai du","r. du ponton — place JuleDe Vigne. (",4,1," 51-61"
753,"pontstr.","Ponton, r. du","r. du cornet de poste — quai de l'Escaut (Gendbrugge). ",,,82
754,"kl. veerstr.","Ponton, petite r. du","avenue de l'Yser — la Lys. (",5,2,87
755,"dampoortstr.","Porte d'Anvers, r. de la","quai de la tour rouge — ch. d'Anvers. (",7,1," 51-52"
756,"Brugschepoortstr.","Porte de Bruges, r. de la","r. haute et fossé St Elisabeth — r. du nord. (",2,"2 et 3",47
757,,"Porte du sas","ancienne r. de la (oude sasschepoortstr. fin r. St Sauveur — dock et nouv. r. de la porte du sas (",8,1," 20-21"
758,"nieuwe sasschepoortstr.","Porte du sas, nouvelle r. de la","r. St Sauveur — ch. de meulestede (",8,1,20
759,"sasschepoortstr.","Porte du sas, r. de la","nouv. r. de la porte du sas — ancienne r. de la porte du sas (",8,1," 20-21"
760,"tinnenpotstr.","Pot d'étain, r. du","avenue de la cour — r. courte d'argent. (",2,2," 38-48"
761,"galgelaan","Potence, av. de la","av. militaire — r. de la potence (",9,2,16
762,"galgestr.","Potence, r. de la","ch. de Swynaerde — av. de la potence (",9,2,16
763,"Poermagazijnstr.","Poudrière, r. de la","q. Philippe le Bon — boulev. St Liévin. (",4,1,100
764,"kiekenstr.","Poulet, r. du","avenue de libération — r. du rossignol. (",6,3,25
765,"kiekenmarkt","Poulets, marché aux","marché au beurre — place du lion d'or. (",1,2,59
766,"stofstr.","Poussiere, r. de la","quai des récollets — r. de la vallée. (",2,2,68
767,"korte meerschstr.","Prairie, r. courte de la","r. de la prairie — quai du compromis. (",9,2,87
768,"meerschstr.","Prairie, r. de la","chauss. de Courtrai — r. d'Afsné. (",9,1," 87-9"
769,"meerschstr.","Prairie, r. de la","chaussée d'Anvers — r. de Gand. (Mont-St Amand). ",,,43
770,"weidestr.","Prairie, r. de la","r. du maure — r. des remparts. Gendbrugge ",,,"103-112"
771,"minnemeerschplaats","Pré d'amour, place du","r. d'or — pont du pré d'amour. (",1,1,40
772,"oude drieschstr.","Pré, vieille r. du","ch. de Bruxelles — r. des jardiniers, Ledeberg) ",,,"92-102"
773,,"Pré, place du","voir avant ou arrière pré.",,,
774,"drieschstr.","Pré, r. du","r. de l’instruction — chaussée de Bruxelles (Ledeberg). ",,,"102-103"
775,"ganzendrieschstr.","Pré aux oies, r. du","ch. de Courtrai — av. St Denis. (",9,2,106
776,"provenierstersstr.","Prébendières, r. des","pl. du béguinage — r. des béguines. (",2,3,47
777,"hooie","Prés, place des","dans la r. des 2 ponts. (",4,1,71
778,"Cloître","Près St Bavon. Voir St Bavon",,,,
779,"priestersstr.","Prêtres, r. des","r. St Sauveur — place du dock. (",8,1," 30-31"
780,"priestersstr.","Prêtres, r. des","r. du jardin — r. de la bruyère. Gendbrugge.",,,
781,"prooststr.","Prévôt, r. du","r. St Macaire — r. des casemattes. (",7,1,62
782,"prinsenhof","Prince, cour du","aven. de la cour — chem. du rabot. (",2,3," 38-48"
783,"prinsenplaats","Prince, place du","cour du prince — r. courte d'argent. (",2,3,38
784,"prinsenstraat","Prince, r. du","cour du prince — r. du rabot. (",2,3," 47-48"
785,"prins Albertstr.","Prince Albert, r.","r. de l'école — ch. de Termonde. (Mont-St Amand. ",,,"54-64"
786,"prinses Elisabethstr.","Princesse Elisabeth, r.","r. de Gendbrugge — ch. de Termonde. Mont-St Amand.",,,
787,"lentestr.","Printemps, r. du","r. du strop — quai du strop. (",9,2," 99-100"
788,"vooruitgangplaats","Progrès, pl. du","devant l’église. (Ledeberg). ",,,102
789,"nieuwe wandeling","Promenade, nouvelle","coupure gauche — boul. d’akkergem (",11,2," 46-55"
790,"Prosper Claeysstraat","Prosper Claeys, r.","boulevard Albert — rue du Patin (",11,2,86
791,"Prosper Vincentstr.","Prosper Vincent, r.","r. du sud — r. du nord. Ledeberg. ",,,102
792,"maagdestr.","Pucelle, r. de la","vieux quai des violettes — r. du perroquet. (",2,2,68
793,,"Pynaert, quai","voir Edouard Pynaert, quai.",,,
794,"Oueteletstraat","Ouetelet, rue","pl. du tolhuis — r. Van Crombrugghe. (",3,3,30
