"order_id","place_name_NL","place_name_FR","description","police_quarter","canton_of_small_claims_court","map_number"
795,"rabotstr.","Rabot, r. du","pl. Ste Elisabeth — boul. du béguinage (",2,3," 37-47"
796,"rabotweg","Rabot, pass. du","cour du prince — boul. du béguinage. (",2,3," 37-38"
797,"rabotl.","Rabot, aven. du","pl. du rabot — r. de la tourbe (",10,3,37
798,"rabotpl.","Rabot, pl. du","p. De Smet — r. de Wondelgem (",10,3,73
799,"verbindingstr.","Raccordement, r. du","boul. de plaisance — boul. du gazomètre. (",10,3,28
800,"verbindingstr.","Raccordement, r. du","r. du moulin pl. de l’église. (Mont-St Amand). ",,,"54-64"
801,"verkortingstr.","Raccourcissement, r. du","ch. d'Anvers — r. de Gand Mont-St-Amand. ",,,"34-44"
802,"vlotstr.","Radeau, r. du","place Marie-Thérèse — r. de l'aune. (",10,3,27
803,"Radijsstr.","Radis, r. du","r. du myosotis — r. du houblon. (",10,3," 7-17"
804,"raaffinadenstr.","Raffineurs, impasse des","pl. Ed. Anscele — la Lys. (",1,1,50
805,"vogelenzangkaai","Ramage, quai du","r. des meuniers — montagne des infidèles. (",3,3,29
806,"schouwvagersstr.","Ramoneurs, r. des","vieux quai au bois — r. de la caverne. (",2,3," 57-58"
807,"Raketstraat","Raquette, r. de la","r. de la Prairie — boulevard Albert (",11,2,86
808,"Ravenschootstr.","Ravenschoot, r. de","boul. Gustave Callier — avenue de l'exposition. (",4,1," 90 Récollets, quai des (recollettenlei) quai aux oignons — quai aux tilleuls. ("
809,"toevluchtstr.","Refuge, r. du","r. du séminaire — r. du bas-poldre. (",1,2," 60 Régates, aven. des (regattendr.) r. du jambon — dock ("
810,"walstr.","Remparts, r. des","r. Van Hoorebeke — r. de Gontrode. Gendbrugge. ",,,"103-113"
811,"vosstr.","Renard, r. du","aven. de la libération — r. de Rooigem. (",6,3," 35 45"
812,"voskensweg","Renardeaux, chem. des","av. s. Denis — r. du pont de Malte. (",9,2," 105-106"
813,"berouwstr.","Repentir, r. du","b. des chartreux — quai du ramage et mont des infidèles. (",3,3," 29-30"
814,"ruststr.","Repos, r. du","ch. d'Ottergem — r. de l'instruction (",9,2," 109 Réseda, r. du (resedastr.) avenue de la Libération — r. du marron. ("
815,,"Retordeurs","r. des (twijndersstr. r. de l'esturgeon — fossé d'Othon. (",1,1,50
816,"rijkeklarenstr.","Riches-claires, r. des","dans la r. St Liévin. (",4,1,80
817,"rijkeklarenstr.","Riches-claires, r. des","r. du bassin — r. Van Oost. Gendbrugge",,,"82-83"
819,"rietgrachtstr.","Rietgracht, r. du","boul. de l'heirnisse — r. de la concorde. (",7,1,73
820,"rietgrachtstr.","Rietgracht, r. du","voir Van Hoorebeke, r.",,,
821,"rogierstr.","Roger, r. du","voir roseraie, r. de la Roitelet, r. du (roodekoningstr.) vieux bourg — r. c. aux veaux. (",3,3,49
822,"Rooigemlaan","Rooigem, b. de","b. d'Akkergem — allée verte. (",6,3," 25-55"
823,"Rooigemstr.","Rooigem, r. de","r. du phénix — r. de la chèvre (",6,3," 45-46"
824,"roozebroekstr.","Roozebroek, r.","arrière-rue — r.",,,
825,,"Heyveld Mont-St Amand. 44",,,,
826,"rietstr.","Roseau, r. du","r. de l’église — r. de l'aune (",10,3,27
827,"rozierstr.","Roseraie, r. de la","r. neuve St Pierre — rue Guillaume Tell. (",5,2," 78-79"
828,"rozendaalken","Roses, vallée aux","r. des baguettes — r. aux fleurs. (",5,2,69
829,"nachtegaalstr.","Rossignol, r. du","ch. de Bruges — allée verte. (",6,3,25
830,"braderijstr.","Rotisseurs, r. des","aven. de la cour — quai de la Liève. (",2,3,48
831,"Rotterdamstr.","Rotterdam, r. de","ch. de Meulestede — aven. de l’avant-port. (",8,1,10
832,"koningstr.","Rovale, r.","pl. du sablon — marché au lin (",1,1,50
833,"koningstr.","Royale, r.","r. de l’ange. — r. haute (Mont-St Amand) ",,,61
834,"puinstr.","Ruines, r. des","boul. Lousbergs — r. aux boeufs",7,1,62
835,"veergrepstr.","Ruisscau, pass. du","r. de Courtrai — la Lys. (",5,2,78
836,"beekstr.","Ruisseau, r. du","r. du maure — r. courte du ruisseau. Gendbrugge. ",,,102
837,"korte beekstr.","Ruisseau, r. courte du","r. des champs — r. Vanden Hecke (Ledeberg). Gendbrugge. ",,,102
838,"Ryhovelaan","Ryhove, avenue","boul. de l'industrie — r. de la betterave (",10,3,162
839,"zandstr.","Sable, r. du","boul. du Strop — chaussée de Zwynaerde. (",9,2," 98-108"
840,"zandberg","Sablon, place du","r. haut-port — r. royale. (",1,1," 50-60"
841,"Mont St Amand","Sablon, r. du zavelput) ch. d’anvers — r. Heyveld.",,,,
842,"zakstr.","Sac, r. du","dans la r. Van Oost (Gendbrugge). ",,,8
843,"Heilig Hartstr.","Sacré-Cœur, r. du","pl. de l'église — ch. de Termonde (Mont-St Amand). ",,,"63-64"
844,"Ste Agneetestr.","St Agnes, r.","quai aux tilleuls — r. de la vigne. (",2,2,68
845,"St Amandstr.","St Amand, r.","r. des femmes St Pierre — r. de la colline. (",5,2," 78 88"
846,"St Amandplaats","St Amand, place","r. St Amand — plaine St Pierre. (",5,2,88
847,"Ste Annastr.","Ste Anne, r.","r. des deux ponts — boul.",,,
848,,"Frère Orban. (",,4,1," 71-8"
849,"St Antoniuskaai","St Antoine, quai","pont de l’académie — pass. de la Liève. (",3,3,3
850,"Ste Barbarastr.","Ste Barbe, r.","remp. des chaudronniers — r. savaen. (",5,2,69
851,"St Baafsplaats","St Bavon, place","pl. Emile Braun — église St Bavon. (",1,2,60
852,"St Baafsstr.","St Bavon, r.","r. du bas-poldre — place St Bavon. (",1,2,60
853,"bij St Baafs","St Bavon, cloître","r. du Limbourg — pl. de l'évêché. (",1,2,60
854,"Ste Catharinastr.","Ste Catherine, r.","r. du bonheur — r. d'or. (",1,1,49
855,"St Crispijnstr.","St Crepin, r.","r. de l'églantine — r. des gardes-couches. (",2,2,58
856,"St Denijslaan","St Denis, avenue","ch. de Courtrai — St Denis-Westrem. (",9,2," 95-104"
857,"Ste Elisabethplaats","Ste Elisabeth, place","r. de Bruges — r. du rabot. (",2,3,47
858,"Ste Elisabethsteeg","Ste Elisabeth, imp.","dans la r. aux fleurs. (",5,2,69
859,"begijnengracht","Ste Elisabeth, fossé","r. de Bruges — r. de la porte de Bruges. (",2,3,47
860,"St Eligiusstr.","St Eloi, r.","ch. de Bruxelles — r. Keyberg. Gendbrugge.",,,
861,"Heiliggeeststr.","St Esprit, r. du","pl. Emile Braun — r. des vanniers. (",1,2,59
862,"St Genoisstr.","St Genois, r.","ch. de Bruxelles — r. de Gontrode. Gendbrugge.",,,
863,"St Jooriskaai","St Georges, quai","r. St Georges — r. de la tour rouge. (",7,1,51
864,"steendam","St Georges, r.","cloître St Jacques — quai de la tour rouge. (",1,1," 50-51"
865,"St Gillisstr.","St Gilles, r.","r. des rémouleurs — boul. des Chartreux. (",3,1,40
866,"St Hubertstr.","St Hubert, r.","r. des femmes St Pierre — r. de la roseraie. (",5,2,78
867,"St Jacobsnieuwstr.","St Jacques, r. neuve","marché au lin — pont neuf. (",1,1," 50-6"
868,"bij St Jacobs","St Jacques, cloître, près- ou place","(autour de l’église St Jacques). (",1,1,70
869,"St Jansdreef","St Jean, avenue","vieux marché aux moutons — r. St Georges. (",1,1,5
870,"St Jansvest","St Jean, remp.","r. c. du jour — r. de Brabant. (",1,2,70
871,"St Jozefstr.","St Joseph, r.","r. du prévôt — r. de l'école (",7,1,5
872,"St Lievenstr.","St Liévin, r.","r. l. des violettes — porte St Liévin. (",4,1," 81 10"
873,"St Lievenslaan","St Liévin, boul.","pont de Terplaeten — boul. Gustave Callier. (",4,1,10
874,"St Lievensteeg","St Liévin, pass. de la r.","r. St Liévin — boulev. Frère Orban (",4,1," 90-91"
875,"St Machariusstr.","St Macaire, r.","q. de l'école — r. des espagnols. (",7,1,". 51-52"
876,"Ste Margrietestr.","Ste Marguerite, r.","r. de la monnaie — place des fabriques (",3,3,39
877,"St Martensblindeken","St Martin, imp.","dans la r. d'Akkergem. (1",1,2,65
878,"St Martenstr.","St Martin, r.","r. d'assaut — r. c. des violettes. (",2,2,68
879,"St Michielsplaats","St Michel, place","r. de la vallée — r.",,,
880,,"St Michel. (",,2,2,58
881,"St Michielsstr.","St Michel, r.","place St Michel — place du marais. (",2,2,58
882,"Ste Pharaïldeplaats","Ste Pharaïlde, place","quai de la grue — r. haute du soleil. (",3,3,49
883,"St Pietersplein","St Pierre, plaine","r. neuve St Pierre — r. de la colline. (",5,2,89
884,"klein St Pietersplein","St Pierre, petite plaine","r. de la colline — r. du sentier. (",5,2,89
885,"St Pieterstr.","St Pierre, r.","plaine St Pierre, côté gauche de l'église — l'Escaut. (",5,2,89
886,"St Pietersnieuwstr.","St Pierre, r. neuve","r. du pont Madou — plaine St Pierre. (",5,2," 70-79"
887,"St Pieters-Aalststr.","St Pierre-Alost, r.","chaussée de Zwynaerde — ch. de Courtrai. (",9,2," 107-108"
888,"St Pieterskaai","St Pierre, q.","r. de l’écurie — pont de Te platen. (",5,2," 89 99"
889,,"St Pierre, r. des femmes","voir femmes St Pierre, r. des.",,,
890,"Heilig Sacrementstr.","St Sacrement, r. du","r. courte du marais — r. des champs. (",1,2,59
891,"St Salvatorstr.","St Sauveur, r.","r. des rémouleurs — r. de la nouvelle porte du sas. (",8,1," 20-30"
892,"Ste Theresiastr.","Ste Thérèse, r.","r. de la Fourche — r. du Dycktem. (",8,1,11
893,"Sanderusstr.","Sanderus, r.","boul. des chartreux — avenue du tolhuis. (",3,3,30
894,"straat zonder einde","Sans-fin, r.","dans la r. longue de la monnaie (côté des nos pairs). (",1,1,49
895,"Zonder Naamstr.","Sans-Nom, r. des","av. des régates — rue de la porte d'Anvers. (",8,1," 41-51"
896,"Gezondheidsstr.","Santé, r. de la","r. Guislain — maisons aux anguilles. (",10,3,25
897,"sperrestr.","Sapin, r. du","r. de Rooigem — r. du marron. (",6,3," 35-45"
898,"sasblindestr.","Sas, imp. du","dans la r. du sas. (",8,1,20
899,"sasschekaai","Sas, quai du","pl. de l’industrie — pont de la porte du sas. (",8,1,20
900,"sasschekaaistr.","Sas, r. du","r. de la nouv. pte du sas — quai du sas. (",8,1,20
901,"sasstr.","Sas, r. du","r. du cornet de poste — r. de l'église (Gendbrugge). ",,,92
902,"saliestr.","Sauge, r. de la","r. du chaume — r. Liévin De Winne. (",2,2," 67 68"
903,"wilgstr.","Saule, r. du","r. de Wondelgem — r. de l'aune. (",10,3,27
904,"zalmstr.","Saumon, r. du","r. de l’avenir — b. de l'Escaut. (",7,1," 73-82"
905,"savaanstr.","Savaen, r.","r. basse des champs — r. du pont Madou. (",5,2," 69-70"
906,"schoenlappersstr.","Savetiers, r. des","r. l. de la monnaie — la Lys. (",1,1,49
907,"Schreiboomstr.","Schreiboom, r. de","r. de Courtrai — la Lys. (",5,2," 77-88"
908,"zagermansstr.","Scieurs, r. des","r. c. du jour — remp.",,,
909,,"St Jean. (",,1,2,70
910,"beeldhouwersstr.","Sculpteurs, r. des","r. des architectes — r. de l’industrie. (Mont-St Amand). ",,,"63-64"
911,"roggestr.","Seigle, r. du","av. de Ryhove — r. du Maïs. (",10,3," 17 27"
912,"zoutstr.","Sel, r. du","r. basse des champs — la Lys. (",5,2,69
913,"zaaimansstr.","Semeurs, r. des","r. Ste Marguerite — r. c. des bateaux. (",3,3," 39 Séminaire, r. du (seminariestr.) place St Bavon — r. du refuge. ("
914,"voetweg","Sentier, r. du","r. du pont des moines — r. de la colline. (",5,2,89
915,"oude voetweg","Sentiers, vieille r. des","r. des écuries — r. du sentier (",8,2,89
916,"ongerijstr.","Sentiers r. des","r. de l'église — r. d’argile.",,,
917,"serpentstr.","Gendbrugge. Serpent, r. du","r. basse — r. des peignes. (",1,1,50
918,"huurdochtersstr.","Servantes, r. des","quai au blé — place St Michel. (",2,2,58
919,"Snellaertstr.","Snellaert, r.","boul. du grand marais — r. Van Crombrugghe. (",3,3," 30 Sœurs-noires, r. des (zwartezustersstr.) r. de la vallée — vieux quai au bois. ("
920,"tongstr.","Sole, r. de la","r. des pêcheurs — r. du turbot. (",7,1,82
921,"zonnestr.","Soleil, r. du","place d'armes — place du commerce. (",1,2,69
922,"hoogezonnestr.","Soleil, r. haute du","place Ste Pharaïlde — r. de Bruges. (",3,3,48
923,"tooverheksstr.","Sorcière, r. de la","r. de l'église — r. longue. (Ledeberg). ",,,102
924,"bronsteeg","Source, r. de la","place de la calandre — r. du gouvernement. (",1,2,60
925,"r.","Spae, r. Voir François Spae","ou Bernard Spae (aven.)",,,
926,"spiegelhofstr.","Spiegelhof, rue du","— r. du jardin d'hiver — nouvelle promenade (",11,2,55
927,"Sportstraat","Sport, r. du","boulevard Albert — rue du Patin (",11,2,86
928,"kleine statiestr.","Station, petite r. de la","digue de Brabant — r. de Flandre. (",4,1,71
929,"statiestr.","Station, r. de la","place Van Artevelde — pl.",,,
930,,"Wilson. (",,4,1,71
931,"statiestraat","Station, r. de la","— ch. d’Hundelgem — (n° 290) sans fin. Ledeberg. ",,,"112-113"
932,"Stephanielaan","Stéphanie, aven.","boul. Albert — aven. d'Afsné. (",9,2,96
933,"Stroplaan","Strop, boul. du Strop","quai du Strop — place du Parc. (",9,2," 107-110"
934,"Stropkaai","Strop, quai du","pont de Terplaeten — pont du strop. (",5,2," 99-110"
935,"Stropstraat","Strop, r. du","entre les nos 37 et 235 de la ch. d'Ottergem. (",9,2," 99-109"
936,"korte Stropstr.","Strop, r. courte du","r. du Strop — quai du Strop. (",9,2," 109-110"
937,"zuidkaai","Sud, quai du","r. du phénix — allée-verte. (",6,3," 36 46"
938,"zuidstr.","Sud, r. du","place du progrès — r. longue.",,,
939,,"Ledeberg. 102",,,,
940,"vlierstr.","Sureau, r. du","ch. de Zwynaerde — r. du bondon. (",9,2," 98 108"
941,"steenhouwersstr.","Syngemkouter, Braeckmansmolenslag — r. de l'eau Mont-St-Amand Tailleurs de pierre, r. des","r. neuve — r. longue. (Ledeberg). ",,,102
942,"tinkestr.","Tanche, r. de la","r. du brochet — r. de la carpe. (",7,1,82
943,"huidevetterken","Tanneurs, r. des","r. Miry — r. de la maison Dieu. (",3,1," 30 40"
944,"huidevetterslei","Tanneurs, quai des","r. des rémouleurs — d. des blanchisseurs. (",3,1,40
945,"spijkerboorstr.","Tarrière, r. de la","r. des rémouleurs — boul. du grand marais. (",3,3,30
946,"stierstr.","Taureau, r. du","boul. du château — r. des casemattes. (",7,1,52
947,"tempelhof","Templiers, r. des","r. Ste Marguerite — r. l. des bateaux. (",3,3,39
948,"Teniersstr.","Teniers, r.","r. Jordaens — r. De Craeyer (",5,2,88
949,"Tennisstraat","Tennis, rue du","boulev. Albert — plaine des jeux. (",11,2,86
950,"Dendermondschenstw.","Termonde, ch. de","ch. d'Anvers et r. du pays de Waes — ch. de Termonde (Mont-St Amand). (",7,1," 53 63"
951,"Dend.stw.","Termonde, ch. de","ch. de Termonde (Gand). — Testelbergen. (Mont-St Amand). ",,,"63-64"
952,"Terneuzenlaan","Terneuzen, avenue de","pont de la porte du sas — pont du chemin de fer de ceinture, le long du canal. (",8,1,20
953,"Terplatenkaai","Terplaeten, quai de","r. Bénard — boul.",,,
954,,"St Liévin et quai Philippe le Bon. (",,4,1," 89-100"
955,"nieuwland","Terre-neuve, r.","quai des tanneurs, — r. des prêtres. (",3,1," 31 40"
956,"Antw. voetweg","Terre, chemin de","ch. d'Anvers (Potuit) — ch. d'Anvers (Mont-St Am.). Mont-St Amand. ",,,44
957,"Thaliestr.","Thalie, r.","chaus. de Zwynaerde — chaus. d'Ottergem. (",9,2," 98 99"
958,"schouwburgstr.","Théâtre, r. du","place d'armes — place du commerce. (",1,2,69
959,"Theresianenstr.","Thérésiennes, r. des","r. de la caverne coupure, rive d. (",2,2,57
960,"nieuwe Theresianenstr.","Thérésiennes, r. neuve des","r. de la maison de force — r. des Thérésiennes. (",2,2,57
961,"tijgerstr.","Tigre, r. du","av. de l'exposition — r. Wenemaer. (",5,1,". 89 90"
962,"lindenlei","Tilleuls, quai aux","quai des récollets — coupure, rive droite. (",2,2," 68-77"
963,"lindenstr.","Tilleuls, r. des","r. de l’avoine — nouvelle rue de l'église. (",10,3,26
964,"weversstr.","Tisserands, r. des","aven. de la libération — r. de Rooigem. (",6,3," 45 46"
965,"Weefselsstraat","Tissus, rue des","rue de l'étoupe — Allée-Verte. (",6,3,
966,"tolhuislaan","Tolhuis, avenue du","pl. des chartreux — pl. du tolhuis (",3,3," 30-39"
967,"tolhuispl.","Tolhuis, pl. du","mont des infidèles — rue Vander Goes. (",3,3,30
968,"kuiperskaai","Tonneliers, quai des","place de France — pl. Hippolyte Lippens. (",4,1,70
969,"kuipersstr.","Tonneliers, r. des","fossé des corroyeurs — r. l. des pierres. (",3,3,49
970,"grooten huidevettershoek","Toquet, grand","— r. du pont Madou — r. de la coriandre. (",5,2,70
971,"kleinen huidevettershoek","Toquet, petit","r. de la coriandre — r. de l'agneau. (",5,2,70
972,"torrekensstr.","Tourelles, r. des","aven. du rabot — place Marie-Thérèse. (",10,3,37
973,"zonnebloemstr.","Tournesol, r. du","— r. de l'arbre — r. du Persil. (",6,3,35
974,"roodentorenkaai","Tour rouge, quai de la","r. St Georges — quai du château. (",7,1,51
975,"roodentorenstr.","Tour rouge, r. de la","mar. aux veaux — q. s. Georges. (",1,1,51
976,"binnenweg","Traverse, chem. de","entre les nos 42 et 214 de la ch. d’Hundelgem. (Ledeberg). ",,,"102-102"
977,"dwarsstr.","Traversière, r.","quai des moines — boul. du jardin zoologique. (",4,1,79
978,"dwarsstr.","Traversière, r.","r. Van Oost — r. du bassin. (Gendbrugge). ",,,"82 83"
979,"doorgangstr.","Traversière, r.","r. de la bienfaisance r. de l’église. (Ledeberg). ",,,"102-112"
980,"klaverstr.","Trèfle, r. du","r. du maïs — place Van Beveren. (",10,3,17
981,"abeelstr.","Tremble, r. du","digue de Brabant — r. aux liens. (",4,1," 61 71"
982,"pensmarkt","Tripes, mar. aux","marché aux légumes — marché aux foins. (",1,2,49
983,"penssteeg","Tripes, imp. aux","dans la r. haute. (",2,2,58
984,"pensstr.","Tripes, r. aux","quai au blé — rue aux draps. (",2,2,48
985,"Drongenschensteenw.","Tronchiennes, ch. de","r. de Rooigem — Tronchiennes. (",6,3,45
986,"zeugesteeg","Truies, r. aux","fossé des corroyeurs — r. de la monnaie. (",3,3,49
987,"pannestr.","Tuile, r. de la","champs-élysées — r. du gazomètre. (",10,3," 26-36"
988,"tichelrij","Tuileries, quai des","r. c. des pierres — pl. des chartreux. (",3,1,39
989,"tulpstr.","Tulipe, r. de la","— aven. de la libération — r. du marron (",6,3,35
990,"tarbotstr.","Turbot, r. du","r. de la carpe — r. des pêcheurs. (",7,1," 81-82"
991,"klein Turkije","Turquie, petite","place du lion d'or — marché aux grains. (",1,2,5
992,,"Université, r. de l'.","voir Foulons, rue des.",,,
993,"Urselinenstr.","Ursulines, r. des","place du sablon — r. du miroir. (",1,1,60
994,"koeweg","Vaches, chem. des","r. de la mouette — Oostacker (",8,1,9
995,"koestr.","Vaches, r. aux","place de la calandre — r. c. du jour. (",1,2," 60-70"
996,"koepoortkaai","Vaches, quai porte aux","place Jules De Vigne — place Van Artevelde. (",4,1," 61-71"
997,"korte koestr.","Vaches, r. courte aux","r. du miroir — quai de l'évêché. (",1,1,60
998,"onderbergen","Vallée, r. de la","place St Michel — r. c. des violettes. (",2,2," 58-68"
999,"Van Akenstr.","Van Aken, r.","place du béguinage — r.",,,
1000,,"Verspeyen. (",,2,3,47
1001,"Van Arteveldepl.","Van Artevelde, pl.","r. de la station — quai porte aux vaches et r. du nouveau bois.",4,1,71
1002,"Van Beverenpl.","Van Beveren pl.","avenue Ferrer av. Ryhove. (",10,3,17
1003,"Van Caneghemstr.","Van Caneghem, r.","r. verte — r. des tanneurs. (",3,1,40
1004,"Van Crombrugghestr","Van Crombrugghe, r.","av. du tolhuis — mont des infidèles. (",3,3," 29-30"
1005,"Vanden Heckestr.","Van den Hecke, r.","r. longue — r. courte du ruisseau (Gendbrugge). Ledeberg. ",,,"102-103"
1006,"Vanderdoncktdoorgang","Vander Donckt, pass.","digue de Brabant — r. de la station (",4,1,71
1007,"Vander Goesstr.","Vander Goes. r.","r. St Sauveur — place du tolhuis. (",3,3,30
1008,"Vande Veldestr.","Vande Velde, r.","pont des récollets — r. des annonciades (",2,2,68
1009,"Vande Veldestr.","Vande Velde, r.","r. du jardinier — r. c. des champs (Gendbrugge). Ledeberg ",,,"102-103"
1010,"Van Duyse's plaats","Van Duyse, place","r. de la chênaie — r. Van Hulthem. (",5,2,88
1011,"Van Dyckstr.","Van Dyck, r.","r. des sentiers — r. de la cloche. Gentbrugge.",,,
1012,"Van Eyckstr.","Van Eyck, r.","r. Charles-Quint — place Jules De Vigne. (",4,1,61
1013,"Van Geertstr.","Van Geert, r.","ch. de Bruxelles — r. De Smet (Ledeberg). ",,,92
1014,"Van Hoorebekestr.","Van Hoorebeke. r.","chaussée de Bruxelles — r. des remparts (Gendbrugge) Ledeberg. ",,,103
1015,"Van Houttestr.","Van Houtte, r.","V. chem. de Bruxelles (Ledeberg) — r. de l’église (Gendbrugge) Gendbrugge. ",,,"82-92"
1016,"Van Hulthemstr.","Van Hulthem, r.","r. des femme. St Pierre — place Van Duyse. (",5,2," 78-88"
1018,"Van Lokerenstr.","Van Lokeren, r.","ch. de Bruxelles — place du progrès. (Ledeberg). ",,,"92-102"
1019,"Van Maerlantstr.","Van Maerlant, r.","boul. du grand marais — avenue du tolhuis. (",3,3,30
1020,"Van Monckhovenstr.","Van Monckhoven, r.","ch. de Courtrai — r. de la forge. (",9,2," 96-97"
1021,"kievitstr.","Vanneau, r. du","voir Woeringen, r. de Vanniers, r. des (bennesteeg) r. magelein — r. des champs. (",1,2,59
1022,"Van Ooststr.","Van Oost, r.","r. de l’église — place du bassin. (Gendbrugge). ",,,82
1023,,"Van Ooteghem, r. ","voir Réforme, r. de la.",,,
1024,"Van Vaernewyckstr.","Van Vaernewyck, r.","r. FransAckerman — place Van Eyck. (",4,1,61
1025,"Van Wittenberghestr.","Van Wittenberghe. r.","r. Verspeyen — boul. du béguinage. (",2,3,37
1026,"kalvermarkt","Veaux, marché aux","r. de la confrérie — r. de la tour rouge. (",1,1,51
1027,"korte kalversteeg","Veaux, r. courte aux","r. du roitelet — place du jeu de paume. (",3,3,49
1028,"lange kalversteeg","Veaux, r. longue aux","vieux bourg — r. c. aux veaux. (",3,3,49
1028,"Veldeken","veldeken","du 4e pont sur le canal périphérique des nouvelles installations maritimmes à la commune d'Oostacker.",,,
1029,"fluweelstr.","Velours, rue du","chaussée de Bruges — rue de l'étoupe. (",6,3,
1030,"vrijdagmarkt","Vendredi, marché du","place du grand canon — r. du vieux marché au lin. (",1,1," 49-50"
1031,"waaistr.","Vents, r. aux","marché du vendredi — place Edouard Anseele. (",1,1,50
1032,"lange boomgaardstr.","Verger, r. courte du. Voir pélican, r. du Verger, r. longue du","digue de Brabant — r. Charles-Quint. (",4,1," 61-70"
1033,"boomgaardstraat","Verger, rue du","r. ducale — r. du roitelet. (",3,3,49
1034,"Verspeyenstr.","Verspeyen, r.","r. du rabot — boul. du béguinage. (",2,3,47
1035,"groenstr.","Verte, r.","q. des tanneurs — r. Van Caneghem. (",3,1,40
1036,"zegepraalstr.","Victoire, r. de la","aven. du rabot — r. de Wondelgem (",10,3,37
1037,"oude scheldestr.","Vieil-Escaut, r. du","quai des tonneliers — r. de Flandre. (",4,1," 70-71"
1038,"oudburg","Vieux-bourg","quai de la grue — place de l’écluse. (",3,3," 39-49"
1039,"oude vest","Vieux rempart r. du","r. de baudeloo — r. d'or. (",1,1,40
1040,"lange wijngaardstr.","Vigne, r. longue de la","quai du bas-Escaut — r. l. du verger. (",4,1," 60-61"
1041,"wijngaardstr.","Vigne, r. de la","r. du hareng-pec — r. d'Ypres. (",2,2,68
1042,"oude Violettenlei","Violettes, vieux quai des","vieux quai au bois — r. des annonciades. (",2,2," 58-68"
1043,"korte violettenstr.","Violettes, r. courte des","quai des récollets — r. des annonciades. (",2,2,68
1044,"lange violettenstr.","Violettes, r. longue des","place Van Artevelde — pont des cinq vannes. (",4,1," 71-80"
1045,"Vogelhoek","Vogelhoek, r.","chaussée de Bruxelles — Melle. Gendbrugge.",,,
1046,"zeilstr.","Voile, r. de la","ch. de Meulestede, entre nos 72 et 74 — r. de la bêche. (",8,1," 10-11"
1047,,"Voormuide. Voir porte du sas","r. de la nouvelle.",,,
1048,"Waarschootstr.","Waarschoot, r.","r. d'Ypres — r. du chaume. (",2,2,68
1049,"waldamkaai","Waldam, quai du","pont de la contribution — r. du nord. (",10,2,46
1050,,"Waelput, r. ","voir Henri Waelput, rue.",,,
1051,"Watergraafstr.","Watergrave, r.","r. St Michel — r. d'Angleterre. (",2,2,58
1052,"Waterloostr.","Waterloo, r. de","aven. militaire — pl de la constitution (",9,2,107
1053,"Wellinckstr.","Wellinck, r.","vieux q. au bois — r. de la caverne. (",2,2," 57-58"
1054,"Wenemaerstr.","Wenemaer, r.","q. de Terplaten — r. de l'éléphant. (",5,1," 89-99"
1055,,"Willems, r. ","voir Jan Frans Willems, r.",,,
1056,"Wilsondreef","Wilson, place","rue de la Station — place de France. (",4,1,70
1057,"Woeringenstr.","Woeringen, r. de","r. des moineaux — pl. de la constitution (",9,2,107
1058,"Wolterslaan","Wolters, avenue","dans la rue de l'Avenir, Mont-St-Amand. ",,,73
1059,"Wondelgemstr.","Wondelgem, r. de","pl. du rabot — b. du gazomètre. (",10,3," 26-37"
1060,"IJperstr.","Ypres, r. d'","fin r. c. des violettes — coupure, rive droite. (",2,2,68
1061,"IJpersteeg","Ypres, pass. d'","r. d'Ypres, — coupure, rive droite. (",2,2,68
1062,"IJserdreef","Yser, av. de l'","pont de la Lys — chaussée de Courtrai.","5 et 5",2,87
,"Zebrastr.","Zèbre, r. du ","av. de l'exposition — boul. Gustave Callier (",5,1,". 89-90"
1064,,"Zoologique, boul. ","voir Jardin Zoologique, boul. du.",,,
1065,"Zwijnaardschen steenweg","Zwynaerde, ch. de","r. de l’école normale — Zwynaerde. (",9,2," 99-108"
